Sno,Movie_Name,Director_Name,Director_1,Director_2,Duration,Year,Ratings,Metascore
642,Tomorrow Never Dies,Roger Spottiswoode,Roger Spottiswoode,,119 min,1997,6.5,52
643,Jurassic Park III,Joe Johnston,Joe Johnston,,92 min,2001,5.9,42
644,The 355,Simon Kinberg,Simon Kinberg,,122 min,2022,5.5,40
645,Code 8,Jeff Chan,Jeff Chan,,98 min,2019,6.1,48
646,Outlaw King,David Mackenzie,David Mackenzie,,121 min,2018,6.9,59
647,Tank Girl,Rachel Talalay,Rachel Talalay,,104 min,1995,5.3,46
648,Transcendence (I),Wally Pfister,Wally Pfister,,119 min,2014,6.2,42
649,Allied,Robert Zemeckis,Robert Zemeckis,,124 min,2016,7.1,60
650,Munich,Steven Spielberg,Steven Spielberg,,164 min,2005,7.5,74
651,The New Mutants,Josh Boone,Josh Boone,,94 min,2020,5.3,43
652,Miss Congeniality,Donald Petrie,Donald Petrie,,109 min,2000,6.3,43
653,Old Henry,Potsy Ponciroli,Potsy Ponciroli,,99 min,2021,7.2,69
654,The Expendables 3,Patrick Hughes,Patrick Hughes,,126 min,2014,6.1,35
655,Into the Blue,John Stockwell,John Stockwell,,110 min,2005,5.9,45
656,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,Dave Green,,112 min,2016,5.9,40
657,Troll,Roar Uthaug,Roar Uthaug,,101 min,2022,5.8,62
658,The Three Musketeers (1993),Stephen Herek,Stephen Herek,,105 min,1993,6.4,43
659,Kick-Ass 2,Jeff Wadlow,Jeff Wadlow,,103 min,2013,6.5,41
660,Dr. No,Terence Young,Terence Young,,110 min,1962,7.2,78
661,The Transporter,"Louis Leterrier, Corey Yuen",Louis Leterrier,Corey Yuen,92 min,2002,6.8,51
662,Anaconda,Luis Llosa,Luis Llosa,,89 min,1997,4.8,37
663,The 13th Warrior,"John McTiernan, Michael Crichton",John McTiernan,Michael Crichton,102 min,1999,6.6,42
664,Bronson,Nicolas Winding Refn,Nicolas Winding Refn,,92 min,2008,7.0,71
665,The Shallows,Jaume Collet-Serra,Jaume Collet-Serra,,86 min,2016,6.3,59
666,Godzilla (I),Roland Emmerich,Roland Emmerich,,139 min,1998,5.4,32
667,The Twilight Saga: Eclipse,David Slade,David Slade,,124 min,2010,5.0,58
668,The Poseidon Adventure,Ronald Neame,Ronald Neame,,117 min,1972,7.1,70
669,Crawl (I),Alexandre Aja,Alexandre Aja,,87 min,2019,6.1,60
670,Layer Cake,Matthew Vaughn,Matthew Vaughn,,105 min,2004,7.3,73
671,Angels & Demons,Ron Howard,Ron Howard,,138 min,2009,6.7,48
672,Public Enemies,Michael Mann,Michael Mann,,140 min,2009,7.0,70
673,The Divergent Series: Insurgent,Robert Schwentke,Robert Schwentke,,119 min,2015,6.2,42
674,Kung Fu Panda 3,"Alessandro Carloni, Jennifer Yuh Nelson",Alessandro Carloni,Jennifer Yuh Nelson,95 min,2016,7.1,66
675,Hellboy (2004),Guillermo del Toro,Guillermo del Toro,,122 min,2004,6.8,72
676,How It Ends,David M. Rosenthal,David M. Rosenthal,,113 min,2018,5.0,36
677,3 Days to Kill,McG,McG,,117 min,2014,6.2,40
678,Megamind,Tom McGrath,Tom McGrath,,95 min,2010,7.3,63
679,The Outpost,Rod Lurie,Rod Lurie,,123 min,2019,6.8,71
680,Terminator Salvation,McG,McG,,115 min,2009,6.5,49
681,How to Train Your Dragon: The Hidden World,Dean DeBlois,Dean DeBlois,,104 min,2019,7.4,71
682,Dirty Harry,"Don Siegel, Clint Eastwood",Don Siegel,Clint Eastwood,102 min,1971,7.7,87
683,Die Another Day,Lee Tamahori,Lee Tamahori,,133 min,2002,6.1,56
684,Rambo: First Blood Part II,George P. Cosmatos,George P. Cosmatos,,96 min,1985,6.5,47
685,Criminal,Ariel Vromen,Ariel Vromen,,113 min,2016,6.3,36
686,Every Which Way But Loose,James Fargo,James Fargo,,114 min,1978,6.3,41
687,Monster Hunter (I),Paul W.S. Anderson,Paul W.S. Anderson,,103 min,2020,5.2,47
688,Chappie,Neill Blomkamp,Neill Blomkamp,,120 min,2015,6.8,41
689,Star Trek II: The Wrath of Khan,Nicholas Meyer,Nicholas Meyer,,113 min,1982,7.7,68
690,The Bourne Supremacy,Paul Greengrass,Paul Greengrass,,108 min,2004,7.7,73
691,The Bourne Ultimatum,Paul Greengrass,Paul Greengrass,,115 min,2007,8.0,85
692,Eye in the Sky,Gavin Hood,Gavin Hood,,102 min,2015,7.3,73
693,Ghostbusters (2016),Paul Feig,Paul Feig,,117 min,2016,6.8,60
694,You Don't Mess with the Zohan,Dennis Dugan,Dennis Dugan,,113 min,2008,5.6,54
695,Hollow Man,Paul Verhoeven,Paul Verhoeven,,112 min,2000,5.8,24
696,Allegiant,Robert Schwentke,Robert Schwentke,,120 min,2016,5.7,33
697,Planet Terror,Robert Rodriguez,Robert Rodriguez,,105 min,2007,7.1,
698,Big Game,Jalmari Helander,Jalmari Helander,,110 min,2014,5.4,53
699,The World's End,Edgar Wright,Edgar Wright,,109 min,2013,6.9,81
700,The Brothers Grimsby,Louis Leterrier,Louis Leterrier,,83 min,2016,6.2,44
701,Unhinged (I),Derrick Borte,Derrick Borte,,90 min,2020,6.0,40
702,Ghost in the Shell (1995),Mamoru Oshii,Mamoru Oshii,,83 min,1995,7.9,76
703,Interceptor,Matthew Reilly,Matthew Reilly,,99 min,2022,4.6,51
704,Rush Hour 2,Brett Ratner,Brett Ratner,,90 min,2001,6.6,48
705,The Hunt for Red October,John McTiernan,John McTiernan,,135 min,1990,7.5,58
706,Haywire,Steven Soderbergh,Steven Soderbergh,,93 min,2011,5.8,67
707,Independence Day: Resurgence,Roland Emmerich,Roland Emmerich,,120 min,2016,5.2,32
708,Lethal Weapon,Richard Donner,Richard Donner,,109 min,1987,7.6,68
709,The Adventures of Tintin,Steven Spielberg,Steven Spielberg,,107 min,2011,7.3,68
710,Now You See Me 2,Jon M. Chu,Jon M. Chu,,129 min,2016,6.4,46
711,Enemy of the State,Tony Scott,Tony Scott,,132 min,1998,7.3,67
712,Out of the Furnace,Scott Cooper,Scott Cooper,,116 min,2013,6.7,63
713,The Forbidden Kingdom,Rob Minkoff,Rob Minkoff,,104 min,2008,6.5,57
714,Bloodsport,Newt Arnold,Newt Arnold,,92 min,1988,6.8,29
715,Rambo: Last Blood,Adrian Grunberg,Adrian Grunberg,,89 min,2019,6.1,26
716,Those Who Wish Me Dead,Taylor Sheridan,Taylor Sheridan,,100 min,2021,6.0,59
717,Friday Night Lights,Peter Berg,Peter Berg,,118 min,2004,7.2,70
718,Your Highness,David Gordon Green,David Gordon Green,,102 min,2011,5.5,31
719,Team America: World Police,Trey Parker,Trey Parker,,98 min,2004,7.2,64
720,Small Soldiers,Joe Dante,Joe Dante,,110 min,1998,6.2,
721,The League of Extraordinary Gentlemen,Stephen Norrington,Stephen Norrington,,110 min,2003,5.8,30
722,Journey 2: The Mysterious Island,Brad Peyton,Brad Peyton,,94 min,2012,5.7,41
723,Push,Paul McGuigan,Paul McGuigan,,111 min,2009,6.1,36
724,In the Shadow of the Moon,Jim Mickle,Jim Mickle,,115 min,2019,6.2,48
725,Chaos Walking,Doug Liman,Doug Liman,,109 min,2021,5.7,38
726,Alexander,Oliver Stone,Oliver Stone,,175 min,2004,5.6,40
727,Young Guns,Christopher Cain,Christopher Cain,,107 min,1988,6.8,50
728,Pineapple Express,David Gordon Green,David Gordon Green,,111 min,2008,6.9,64
729,The Bad Batch,Ana Lily Amirpour,Ana Lily Amirpour,,118 min,2016,5.2,62
730,Rush Hour 3,Brett Ratner,Brett Ratner,,91 min,2007,6.2,44
731,Miami Vice,Michael Mann,Michael Mann,,132 min,2006,6.0,66
732,Buffy the Vampire Slayer,Fran Rubel Kuzui,Fran Rubel Kuzui,,86 min,1992,5.7,48
733,Casualties of War,Brian De Palma,Brian De Palma,,113 min,1989,7.1,75
734,George of the Jungle,Sam Weisman,Sam Weisman,,92 min,1997,5.5,53
735,Pan,Joe Wright,Joe Wright,,111 min,2015,5.7,36
736,Superhero Movie,Craig Mazin,Craig Mazin,,75 min,2008,4.6,33
737,The Cannonball Run,Hal Needham,Hal Needham,,95 min,1981,6.2,28
738,In the Heart of the Sea,Ron Howard,Ron Howard,,122 min,2015,6.9,47
739,The Mask of Zorro,Martin Campbell,Martin Campbell,,136 min,1998,6.8,63
740,The American,Anton Corbijn,Anton Corbijn,,105 min,2010,6.3,61
741,No Way Out,Roger Donaldson,Roger Donaldson,,114 min,1987,7.1,77
742,Grindhouse,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie",Robert Rodriguez,Eli Roth,191 min,2007,7.5,77
743,Blown Away,Stephen Hopkins,Stephen Hopkins,,121 min,1994,6.2,
744,Mile 22,Peter Berg,Peter Berg,,94 min,2018,6.1,38
745,Battle Royale,Kinji Fukasaku,Kinji Fukasaku,,114 min,2000,7.6,81
746,Crank,"Mark Neveldine, Brian Taylor",Mark Neveldine,Brian Taylor,88 min,2006,6.9,57
747,Run Hide Fight,Kyle Rankin,Kyle Rankin,,109 min,2020,6.3,13
748,Journey to the Center of the Earth,Eric Brevig,Eric Brevig,,93 min,2008,5.8,57
749,The World Is Not Enough,Michael Apted,Michael Apted,,128 min,1999,6.4,57
750,Daredevil,Mark Steven Johnson,Mark Steven Johnson,,103 min,2003,5.3,42
751,Jumper,Doug Liman,Doug Liman,,88 min,2008,6.1,35
752,Rocky Balboa,Sylvester Stallone,Sylvester Stallone,,102 min,2006,7.1,63
753,Air Force One,Wolfgang Petersen,Wolfgang Petersen,,124 min,1997,6.5,61
754,Machete,"Ethan Maniquis, Robert Rodriguez",Ethan Maniquis,Robert Rodriguez,105 min,2010,6.6,60
755,The Cloverfield Paradox,Julius Onah,Julius Onah,,102 min,2018,5.5,37
756,Ran,Akira Kurosawa,Akira Kurosawa,,162 min,1985,8.2,97
757,The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,Robert Rodriguez,,93 min,2005,3.7,38
758,Days of Thunder,Tony Scott,Tony Scott,,107 min,1990,6.1,60
759,Baahubali: The Beginning,S.S. Rajamouli,S.S. Rajamouli,,159 min,2015,8.0,
760,Colombiana,Olivier Megaton,Olivier Megaton,,108 min,2011,6.4,45
761,Assassin's Creed,Justin Kurzel,Justin Kurzel,,115 min,2016,5.6,36
762,Green Lantern,Martin Campbell,Martin Campbell,,114 min,2011,5.5,39
763,Adrift (I),Baltasar Kormákur,Baltasar Kormákur,,96 min,2018,6.6,56
764,Cirque du Freak: The Vampire's Assistant,Paul Weitz,Paul Weitz,,109 min,2009,5.8,43
765,Hitman: Agent 47,Aleksander Bach,Aleksander Bach,,96 min,2015,5.7,28
766,Only God Forgives,Nicolas Winding Refn,Nicolas Winding Refn,,90 min,2013,5.7,37
767,The Last Boy Scout,Tony Scott,Tony Scott,,105 min,1991,7.0,52
768,The Man in the Iron Mask (I),Randall Wallace,Randall Wallace,,132 min,1998,6.5,48
769,RED 2,Dean Parisot,Dean Parisot,,116 min,2013,6.6,47
770,Pandorum,Christian Alvart,Christian Alvart,,108 min,2009,6.7,28
771,Enter the Dragon,Robert Clouse,Robert Clouse,,102 min,1973,7.6,83
772,A Walk Among the Tombstones,Scott Frank,Scott Frank,,114 min,2014,6.5,57
773,Okja,Bong Joon Ho,Bong Joon Ho,,120 min,2017,7.3,75
774,Maze Runner: The Death Cure,Wes Ball,Wes Ball,,143 min,2018,6.2,50
775,Deepwater Horizon,Peter Berg,Peter Berg,,107 min,2016,7.1,68
776,A Fistful of Dollars,Sergio Leone,Sergio Leone,,99 min,1964,7.9,65
777,Time Trap,"Mark Dennis, Ben Foster",Mark Dennis,Ben Foster,87 min,2017,6.2,46
778,Red Dawn,John Milius,John Milius,,114 min,1984,6.3,53
779,30 Days of Night,David Slade,David Slade,,113 min,2007,6.6,53
780,The Wandering Earth,Frant Gwo,Frant Gwo,,125 min,2019,5.9,57
781,Bonnie and Clyde,Arthur Penn,Arthur Penn,,111 min,1967,7.7,86
782,The 5th Wave,J Blakeson,J Blakeson,,112 min,2016,5.2,33
783,Run All Night,Jaume Collet-Serra,Jaume Collet-Serra,,114 min,2015,6.6,59
784,Spenser Confidential,Peter Berg,Peter Berg,,111 min,2020,6.2,49
785,To Live and Die in L.A.,William Friedkin,William Friedkin,,116 min,1985,7.3,81
786,The Aeronauts,Tom Harper,Tom Harper,,100 min,2019,6.6,60
787,Chronicle,Josh Trank,Josh Trank,,84 min,2012,7.0,69
788,Flushed Away,"David Bowers, Sam Fell",David Bowers,Sam Fell,85 min,2006,6.6,74
789,London Has Fallen,Babak Najafi,Babak Najafi,,99 min,2016,5.9,28
790,Snake Eyes,Robert Schwentke,Robert Schwentke,,121 min,2021,5.4,43
791,Lara Croft: Tomb Raider,Simon West,Simon West,,100 min,2001,5.7,33
792,The Heat (I),Paul Feig,Paul Feig,,117 min,2013,6.6,60
793,My Spy,Peter Segal,Peter Segal,,99 min,2020,6.3,46
794,The Lego Movie 2: The Second Part,Mike Mitchell,Mike Mitchell,,107 min,2019,6.6,65
795,Logan's Run,Michael Anderson,Michael Anderson,,119 min,1976,6.8,53
796,Maze Runner: The Scorch Trials,Wes Ball,Wes Ball,,131 min,2015,6.3,43
797,Inferno (I),Ron Howard,Ron Howard,,121 min,2016,6.2,42
798,Salt,Phillip Noyce,Phillip Noyce,,100 min,2010,6.4,65
799,The Interview (II),"Evan Goldberg, Seth Rogen",Evan Goldberg,Seth Rogen,112 min,2014,6.5,52
800,Savages (I),Oliver Stone,Oliver Stone,,131 min,2012,6.4,59
801,Chip 'n Dale: Rescue Rangers,Akiva Schaffer,Akiva Schaffer,,97 min,2022,7.0,66
802,Robin Hood (2018),Otto Bathurst,Otto Bathurst,,116 min,2018,5.3,32
803,The French Connection,William Friedkin,William Friedkin,,104 min,1971,7.7,94
804,Ronin,John Frankenheimer,John Frankenheimer,,122 min,1998,7.2,67
805,How to Train Your Dragon 2,Dean DeBlois,Dean DeBlois,,102 min,2014,7.8,77
806,47 Ronin,Carl Rinsch,Carl Rinsch,,128 min,2013,6.2,28
807,Keanu,Peter Atencio,Peter Atencio,,100 min,2016,6.2,63
808,Deliver Us from Evil (I),Scott Derrickson,Scott Derrickson,,118 min,2014,6.2,40
809,Zoolander 2,Ben Stiller,Ben Stiller,,101 min,2016,4.7,34
810,Don't Breathe 2,Rodo Sayagues,Rodo Sayagues,,98 min,2021,6.0,46
811,Mighty Morphin Power Rangers,Bryan Spicer,Bryan Spicer,,95 min,1995,5.2,40
812,Once Upon a Time in Mexico,Robert Rodriguez,Robert Rodriguez,,102 min,2003,6.3,56
813,Sherlock Holmes: A Game of Shadows,Guy Ritchie,Guy Ritchie,,129 min,2011,7.4,48
814,The Sorcerer's Apprentice,Jon Turteltaub,Jon Turteltaub,,109 min,2010,6.1,46
815,Scouts Guide to the Zombie Apocalypse,Christopher Landon,Christopher Landon,,93 min,2015,6.3,32
816,Hard Target,John Woo,John Woo,,97 min,1993,6.2,63
817,Pain & Gain,Michael Bay,Michael Bay,,129 min,2013,6.4,45
818,Speed 2: Cruise Control,Jan de Bont,Jan de Bont,,121 min,1997,3.9,23
819,A Most Violent Year,J.C. Chandor,J.C. Chandor,,125 min,2014,7.0,79
820,Outbreak,Wolfgang Petersen,Wolfgang Petersen,,127 min,1995,6.6,64
821,The Perfect Storm,Wolfgang Petersen,Wolfgang Petersen,,130 min,2000,6.5,59
822,Dora and the Lost City of Gold,James Bobin,James Bobin,,102 min,2019,6.1,63
823,48 Hrs.,Walter Hill,Walter Hill,,96 min,1982,6.9,71
824,Body of Lies,Ridley Scott,Ridley Scott,,128 min,2008,7.0,57
825,Rambo,Sylvester Stallone,Sylvester Stallone,,92 min,2008,7.0,46
826,The Expendables 2,Simon West,Simon West,,103 min,2012,6.6,51
827,Faster,George Tillman Jr.,George Tillman Jr.,,98 min,2010,6.4,44
828,The Tourist (I),Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,,103 min,2010,6.0,37
829,Epic,Chris Wedge,Chris Wedge,,102 min,2013,6.6,52
830,Deja Vu,Tony Scott,Tony Scott,,126 min,2006,7.1,59
831,Hot Shots!,Jim Abrahams,Jim Abrahams,,84 min,1991,6.7,61
832,Dante's Peak,Roger Donaldson,Roger Donaldson,,108 min,1997,6.0,43
833,The Dark Tower,Nikolaj Arcel,Nikolaj Arcel,,95 min,2017,5.6,34
834,Alien vs. Predator,Paul W.S. Anderson,Paul W.S. Anderson,,101 min,2004,5.6,29
835,Sweet Girl,Brian Andrew Mendoza,Brian Andrew Mendoza,,110 min,2021,5.5,46
836,Star Trek III: The Search for Spock,Leonard Nimoy,Leonard Nimoy,,105 min,1984,6.6,56
837,The Transporter Refueled,Camille Delamarre,Camille Delamarre,,96 min,2015,5.2,32
838,Shanghai Knights,David Dobkin,David Dobkin,,114 min,2003,6.2,58
839,Beverly Hills Cop III,John Landis,John Landis,,104 min,1994,5.5,16
840,Hanna,Joe Wright,Joe Wright,,111 min,2011,6.8,65
841,Under Siege,Andrew Davis,Andrew Davis,,103 min,1992,6.5,58
842,The Huntsman: Winter's War,Cedric Nicolas-Troyan,Cedric Nicolas-Troyan,,114 min,2016,6.1,35
843,Midnight Run,Martin Brest,Martin Brest,,126 min,1988,7.5,78
844,Parker,Taylor Hackford,Taylor Hackford,,118 min,2013,6.2,42
845,The Time Machine,Simon Wells,Simon Wells,,96 min,2002,6.0,42
846,The Bourne Legacy,Tony Gilroy,Tony Gilroy,,135 min,2012,6.6,61
847,The Vault,Jaume Balagueró,Jaume Balagueró,,118 min,2021,6.4,50
848,Never Back Down,Jeff Wadlow,Jeff Wadlow,,113 min,2008,6.5,39
849,Bad Boys II,Michael Bay,Michael Bay,,147 min,2003,6.6,38
850,Space Cowboys,Clint Eastwood,Clint Eastwood,,130 min,2000,6.5,73
851,Clear and Present Danger,Phillip Noyce,Phillip Noyce,,141 min,1994,6.9,74
852,Overlord,Julius Avery,Julius Avery,,110 min,2018,6.6,60
853,Resident Evil: Apocalypse,Alexander Witt,Alexander Witt,,94 min,2004,6.1,35
854,The Spy Who Dumped Me,Susanna Fogel,Susanna Fogel,,117 min,2018,6.0,52
855,End of Days,Peter Hyams,Peter Hyams,,122 min,1999,5.8,33
856,The Losers (I),Sylvain White,Sylvain White,,97 min,2010,6.2,44
857,Death Wish,Eli Roth,Eli Roth,,107 min,2018,6.3,31
858,Pacific Rim: Uprising,Steven S. DeKnight,Steven S. DeKnight,,111 min,2018,5.6,44
859,Without Remorse (II),Stefano Sollima,Stefano Sollima,,109 min,2021,5.8,41
860,Patriot Games,Phillip Noyce,Phillip Noyce,,117 min,1992,6.8,64
861,Zathura: A Space Adventure,Jon Favreau,Jon Favreau,,101 min,2005,6.2,67
862,Die Hard with a Vengeance,John McTiernan,John McTiernan,,128 min,1995,7.6,58
863,Fallen,Gregory Hoblit,Gregory Hoblit,,124 min,1998,7.0,
864,Colors,Dennis Hopper,Dennis Hopper,,120 min,1988,6.7,66
865,9 (I),Shane Acker,Shane Acker,,79 min,2009,7.0,60
866,Lake Placid,Steve Miner,Steve Miner,,82 min,1999,5.8,34
867,Wild Card,Simon West,Simon West,,92 min,2015,5.6,40
868,Joy Ride,John Dahl,John Dahl,,97 min,2001,6.6,75
869,Bright (I),David Ayer,David Ayer,,117 min,2017,6.3,29
870,The Living Daylights,John Glen,John Glen,,130 min,1987,6.7,59
871,Superman II,"Richard Lester, Richard Donner",Richard Lester,Richard Donner,127 min,1980,6.8,83
872,Nerve (I),"Henry Joost, Ariel Schulman",Henry Joost,Ariel Schulman,96 min,2016,6.5,58
873,Live and Let Die,Guy Hamilton,Guy Hamilton,,121 min,1973,6.7,55
874,The Brothers Grimm,Terry Gilliam,Terry Gilliam,,118 min,2005,5.9,51
875,Wyatt Earp,Lawrence Kasdan,Lawrence Kasdan,,191 min,1994,6.7,47
876,RoboCop 2,Irvin Kershner,Irvin Kershner,,117 min,1990,5.8,42
877,Absolute Power,Clint Eastwood,Clint Eastwood,,121 min,1997,6.7,52
878,Rat Race,Jerry Zucker,Jerry Zucker,,112 min,2001,6.4,52
879,The Ridiculous 6,Frank Coraci,Frank Coraci,,119 min,2015,4.8,18
880,The Raid 2,Gareth Evans,Gareth Evans,,150 min,2014,7.9,71
881,Beowulf,Robert Zemeckis,Robert Zemeckis,,115 min,2007,6.3,59
882,Kung Fu Panda 2,Jennifer Yuh Nelson,Jennifer Yuh Nelson,,90 min,2011,7.2,67
883,Batman v Superman: Dawn of Justice (Ultimate Edition),Zack Snyder,Zack Snyder,,182 min,2016,7.2,
884,Moonraker,Lewis Gilbert,Lewis Gilbert,,126 min,1979,6.2,66
885,Runaway Train,Andrey Konchalovskiy,Andrey Konchalovskiy,,111 min,1985,7.2,67
886,Monsters vs. Aliens,"Rob Letterman, Conrad Vernon",Rob Letterman,Conrad Vernon,94 min,2009,6.4,56
887,Harakiri,Masaki Kobayashi,Masaki Kobayashi,,133 min,1962,8.6,85
888,The Informer,Andrea Di Stefano,Andrea Di Stefano,,113 min,2019,6.6,61
889,Cold Pursuit,Hans Petter Moland,Hans Petter Moland,,119 min,2019,6.2,57
890,Unstoppable,Tony Scott,Tony Scott,,98 min,2010,6.8,69
891,The Host,Andrew Niccol,Andrew Niccol,,125 min,2013,5.8,35
892,The Mortal Instruments: City of Bones,Harald Zwart,Harald Zwart,,130 min,2013,5.8,33
893,Extinction,Ben Young,Ben Young,,95 min,2018,5.8,40
894,Attack the Block,Joe Cornish,Joe Cornish,,88 min,2011,6.6,75
895,Spectral,Nic Mathieu,Nic Mathieu,,107 min,2016,6.3,
896,Mortal Kombat: Annihilation,John R. Leonetti,John R. Leonetti,,95 min,1997,3.6,11
897,Jungle (I),Greg McLean,Greg McLean,,115 min,2017,6.7,48
898,Taken 2,Olivier Megaton,Olivier Megaton,,92 min,2012,6.2,45
899,The Protégé,Martin Campbell,Martin Campbell,,109 min,2021,6.1,48
900,The Rocketeer,Joe Johnston,Joe Johnston,,108 min,1991,6.5,61
901,Ninja Assassin,James McTeigue,James McTeigue,,99 min,2009,6.3,34
902,Taken 3,Olivier Megaton,Olivier Megaton,,108 min,2014,6.0,26
903,The Wild Bunch,Sam Peckinpah,Sam Peckinpah,,135 min,1969,7.9,98
904,Walking Tall,Kevin Bray,Kevin Bray,,86 min,2004,6.2,44
905,"I, Frankenstein",Stuart Beattie,Stuart Beattie,,92 min,2014,5.1,30
906,Copshop,Joe Carnahan,Joe Carnahan,,107 min,2021,6.2,61
907,The Take,James Watkins,James Watkins,,92 min,2016,6.3,48
908,Death Wish (1974),Michael Winner,Michael Winner,,93 min,1974,6.9,51
909,The Commuter (I),Jaume Collet-Serra,Jaume Collet-Serra,,104 min,2018,6.3,56
910,You Only Live Twice,Lewis Gilbert,Lewis Gilbert,,117 min,1967,6.8,61
911,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Nicholas Meyer,,110 min,1991,7.2,65
912,The Darkest Hour,Chris Gorak,Chris Gorak,,89 min,2011,4.9,18
913,Mystery Men,Kinka Usher,Kinka Usher,,121 min,1999,6.1,65
914,The Guns of Navarone,J. Lee Thompson,J. Lee Thompson,,158 min,1961,7.5,72
915,Hellboy II: The Golden Army,Guillermo del Toro,Guillermo del Toro,,120 min,2008,7.0,78
916,The Postman,Kevin Costner,Kevin Costner,,177 min,1997,6.1,29
917,Blitz,Elliott Lester,Elliott Lester,,97 min,2011,6.1,
918,After Earth,M. Night Shyamalan,M. Night Shyamalan,,100 min,2013,4.8,33
919,Bullitt,Peter Yates,Peter Yates,,114 min,1968,7.4,81
920,The Girl in the Spider's Web,Fede Alvarez,Fede Alvarez,,115 min,2018,6.1,43
921,Pride and Prejudice and Zombies,Burr Steers,Burr Steers,,108 min,2016,5.8,45
922,Eragon,Stefen Fangmeier,Stefen Fangmeier,,104 min,2006,5.1,38
923,Peppermint,Pierre Morel,Pierre Morel,,101 min,2018,6.5,29
924,Sand Castle,Fernando Coimbra,Fernando Coimbra,,113 min,2017,6.3,45
925,The Italian Job (1969),Peter Collinson,Peter Collinson,,99 min,1969,7.2,70
926,Project Power,"Henry Joost, Ariel Schulman",Henry Joost,Ariel Schulman,113 min,2020,6.0,51
927,War,Philip G. Atwell,Philip G. Atwell,,103 min,2007,6.2,36
928,Predator 2,Stephen Hopkins,Stephen Hopkins,,108 min,1990,6.3,46
929,Redemption (I),Steven Knight,Steven Knight,,100 min,2013,6.2,43
930,Resident Evil: The Final Chapter,Paul W.S. Anderson,Paul W.S. Anderson,,107 min,2016,5.5,49
931,Triple 9,John Hillcoat,John Hillcoat,,115 min,2016,6.3,52
932,The Edge,Lee Tamahori,Lee Tamahori,,117 min,1997,6.9,66
933,The Foreigner (I),Martin Campbell,Martin Campbell,,113 min,2017,7.0,55
934,The Last Starfighter,Nick Castle,Nick Castle,,101 min,1984,6.7,67
935,Star Trek: First Contact,Jonathan Frakes,Jonathan Frakes,,111 min,1996,7.6,71
936,Defiance (I),Edward Zwick,Edward Zwick,,137 min,2008,7.1,58
937,Judge Dredd,Danny Cannon,Danny Cannon,,96 min,1995,5.6,
938,Octopussy,John Glen,John Glen,,131 min,1983,6.5,63
939,Sudden Impact,Clint Eastwood,Clint Eastwood,,117 min,1983,6.6,52
940,Tango & Cash,"Andrey Konchalovskiy, Albert Magnoli",Andrey Konchalovskiy,Albert Magnoli,104 min,1989,6.4,41
941,The Collector (I),Marcus Dunstan,Marcus Dunstan,,90 min,2009,6.3,29
942,Hero,Yimou Zhang,Yimou Zhang,,120 min,2002,7.9,85
943,On Her Majesty's Secret Service,Peter R. Hunt,Peter R. Hunt,,142 min,1969,6.7,61
944,Superman III,Richard Lester,Richard Lester,,125 min,1983,5.0,44
945,Snakes on a Plane,David R. Ellis,David R. Ellis,,105 min,2006,5.5,58
946,From Russia with Love,Terence Young,Terence Young,,115 min,1963,7.4,83
947,The Angry Birds Movie,"Clay Kaytis, Fergal Reilly",Clay Kaytis,Fergal Reilly,97 min,2016,6.3,43
948,The Towering Inferno,John Guillermin,John Guillermin,,165 min,1974,7.0,69
949,Penguins of Madagascar,"Eric Darnell, Simon J. Smith",Eric Darnell,Simon J. Smith,92 min,2014,6.6,53
950,Max Payne,John Moore,John Moore,,100 min,2008,5.3,31
951,Fantastic Four: Rise of the Silver Surfer,Tim Story,Tim Story,,92 min,2007,5.6,45
952,Kantara,Rishab Shetty,Rishab Shetty,,148 min,2022,8.3,
953,The Girl with All the Gifts,Colm McCarthy,Colm McCarthy,,111 min,2016,6.6,67
954,Doom,Andrzej Bartkowiak,Andrzej Bartkowiak,,105 min,2005,5.2,34
955,Open Range,Kevin Costner,Kevin Costner,,139 min,2003,7.4,67
956,Ghostbusters II,Ivan Reitman,Ivan Reitman,,108 min,1989,6.6,56
957,Diamonds Are Forever,Guy Hamilton,Guy Hamilton,,120 min,1971,6.5,59
958,The Silencing,Robin Pront,Robin Pront,,93 min,2020,6.2,
959,Wild Hogs,Walt Becker,Walt Becker,,100 min,2007,5.8,27
960,Charlie's Angels: Full Throttle,McG,McG,,106 min,2003,4.9,48
961,Seventh Son (I),Sergei Bodrov,Sergei Bodrov,,102 min,2014,5.5,30
962,Volcano,Mick Jackson,Mick Jackson,,104 min,1997,5.5,55
963,Aliens vs. Predator: Requiem,"Colin Strause, Greg Strause",Colin Strause,Greg Strause,94 min,2007,4.6,29
964,Street Kings,David Ayer,David Ayer,,109 min,2008,6.8,55
965,Thunder Force,Ben Falcone,Ben Falcone,,106 min,2021,4.5,34
966,Star Trek: Nemesis,Stuart Baird,Stuart Baird,,116 min,2002,6.4,51
967,The Next Three Days,Paul Haggis,Paul Haggis,,133 min,2010,7.3,52
